Date,Category,Amount,Total,Type
2023-02-17,Private,28.0,,1
2023-02-16,Fun,6.0,,0
2023-02-16,Private,20.0,,1
2023-02-16,Fun,5.0,,0
2023-02-14,Private,20.0,,1
2023-02-14,Supermarket,21.0,,0
2023-02-13,Fun,13.5,,0
2023-02-13,Private,20.0,,1
2023-02-12,Fun,20.0,,0
2023-02-11,Fuel,20.0,,0
2023-02-10,Private,23.0,,1
2023-02-10,Private,35.0,,1
2023-02-10,Vodafone,13.0,,0
2023-02-10,Private,18.0,,1
2023-02-10,Fun,7.5,,0
2023-02-10,Private,40.0,,1
2023-02-08,Dad,200.0,,1
2023-02-06,Health,2.5,,0
2023-02-03,Fun,14.5,,0
2023-02-02,Private,20.0,,1
2023-02-02,Haircut,10.0,,0
2023-02-02,Fun,3.5,,0
2023-02-02,Private,35.0,,1
2023-02-01,MOTOmaintenance/oil/insurance,140.0,,0
2023-01-31,Fun,20.0,,0
2023-01-31,Private,28.0,,1
2023-01-31,Private,18.0,,1
2023-01-31,Allowance,70.0,,1
2023-01-31,Supermarket,12.0,,0
2023-01-29,Mom,50.0,,1
2023-01-27,Private,18.0,,1
2023-01-26,Private,14.0,,1
2023-01-25,Me,55.0,,0
2023-01-25,Me,2.0,,0
2023-01-25,Other,10.0,,0
2023-01-24,Fun,40.0,,0
2023-01-24,Education,60.0,,0
2023-01-24,Supermarket,12.0,,0
2023-01-24,Mprikis,15.0,,0
2023-01-24,Electricity,65.0,,0
2023-01-23,Private,28.0,,1
2023-01-22,Mom,80.0,,1
2023-01-22,Mom,60.0,,1
2023-01-22,Vodafone,68.0,,0
2023-01-22,Rent,280.0,,0
2023-01-21,Fun,22.0,,0
2023-01-21,Fuel,20.0,,0
2023-01-19,Private,25.0,,1
2023-01-18,Fun,28.0,,0
2023-01-18,Private,50.0,,1
2023-01-17,Dad,300.0,,1
2023-01-17,Private,20.0,,1
2023-01-15,MOTOmaintenance/oil/insurance,55.0,,0
2023-01-15,Fun,12.0,,0
2023-01-15,Gifts,53.0,,0
2023-01-14,Fun,10.0,,0
2023-01-13,Private,20.0,,1
2023-01-12,Fun,5.5,,0
2023-01-12,Private,25.0,,1
2023-01-12,Private,20.0,,1
2023-01-12,Fuel,20.0,,0
2023-01-12,Fun,4.5,,0
2023-01-10,Education,40.0,,0
2023-01-10,Supermarket,8.0,,0
2023-01-10,Private,18.0,,1
2023-01-09,Private,30.0,,1
2023-01-09,Vodafone,12.0,,0
2023-01-06,Fun,4.0,,0
2023-01-05,Haircut,10.0,,0
2023-01-05,Fun,3.7,,0
2023-01-05,Private,20.0,,1
2023-01-05,Fun,5.5,,0
2023-01-03,Supermarket,10.0,,0
2023-01-03,Fun,1.5,,0
2023-01-02,Fuel,21.5,,0
2022-12-31,Fun,8.0,,0
2022-12-31,Gifts,10.0,,0
2022-12-31,Fun,5.0,,0
2022-12-30,Health,7.5,,0
2022-12-30,Fun,5.5,,0
2022-12-29,Private,33.0,,1
2022-12-28,Fun,29.0,,0
2022-12-27,Mprikis,24.0,,0
2022-12-27,Supermarket,19.0,,0
2022-12-27,MOTOmaintenance/oil/insurance,25.0,,0
2022-12-27,Supermarket,5.0,,0
2022-12-27,Fun,3.5,,0
2022-12-27,Health,6.5,,0
2022-12-27,Dad,265.0,,1
2022-12-26,Fun,4.0,,0
2022-12-26,Gift,50.0,,1
2022-12-23,Fun,16.0,,0
2022-12-23,Private,16.0,,1
2022-12-23,Fun,15.0,,0
2022-12-23,Fuel,20.0,,0
2022-12-23,Private,35.0,,1
2022-12-23,Private,28.0,,1
2022-12-22,Fun,2.5,,0
2022-12-21,Supermarket,13.5,,0
2022-12-21,Gift,100.0,,1
2022-12-21,Fun,10.0,,0
2022-12-20,Fun,5.0,,0
2022-12-20,Electricity,33.0,,0
2022-12-20,Fun,2.0,,0
2022-12-19,Allowance,70.0,,1
2022-12-19,Me,32.0,,0
2022-12-17,Fun,5.5,,0
2022-12-16,Fun,5.5,,0
2022-12-16,Private,20.0,,1
2022-12-15,Private,25.0,,1
2022-12-15,Rent,200.0,,0
2022-12-15,Fun,1.0,,0
2022-12-14,Private,20.0,,1
2022-12-14,Private,20.0,,1
2022-12-14,Education,84.0,,0
2022-12-14,Fun,28.0,,0
2022-12-13,Fun,13.5,,0
2022-12-13,Haircut,10.0,,0
2022-12-13,Supermarket,15.0,,0
2022-12-13,Fun,4.0,,0
2022-12-12,Fuel,21.0,,0
2022-12-12,Private,200.0,,1
2022-12-11,Fun,10.0,,0
2022-12-11,Gift,20.0,,1
2022-12-09,Private,45.0,,1
2022-12-08,Fun,9.0,,0
2022-12-08,Supermarket,12.0,,0
2022-12-08,Private,25.0,,1
2022-12-07,Gifts,25.0,,0
2022-12-07,Other,3.0,,0
2022-12-07,Vodafone,12.0,,0
2022-12-06,Fun,12.0,,0
2022-12-06,Private,18.0,,1
2022-12-06,Supermarket,13.0,,0
2022-12-06,Health,50.0,,0
2022-12-06,Supermarket,2.5,,0
2022-12-06,Mprikis,23.5,,0
2022-12-05,Private,28.0,,1
2022-12-05,Fun,3.0,,0
2022-12-05,Hobies,35.0,,0
2022-12-04,Fun,4.0,,0
2022-12-02,Fun,20.0,,0
2022-12-01,Fun,3.8,,0
2022-12-01,Private,20.0,,1
2022-12-01,Other,23.0,,0
2022-12-01,Private,25.0,,1
2022-12-01,Fuel,25.5,,0
2022-11-30,Allowance,70.0,,1
2022-11-29,Supermarket,6.5,,0
2022-11-29,Supermarket,17.0,,0
2022-11-28,Fun,21.5,,0
2022-11-28,Fun,2.0,,0
2022-11-27,Fun,6.0,,0
2022-11-26,Private,36.0,,1
2022-11-25,Supermarket,12.0,,0
2022-11-24,Private,28.0,,1
2022-11-24,Fun,1.8,,0
2022-11-23,Private,30.0,,1
2022-11-22,Rent,140.0,,0
2022-11-22,Supermarket,7.5,,0
2022-11-22,Rent,80.0,,0
2022-11-22,Mprikis,14.0,,0
2022-11-22,Mom,220.0,,1
2022-11-22,Rent,60.0,,0
2022-11-21,Electricity,40.0,,0
2022-11-20,Health,9.5,,0
2022-11-20,Fun,6.0,,0
2022-11-19,Supermarket,2.0,,0
2022-11-19,Mprikis,8.0,,0
2022-11-19,Fun,6.5,,0
2022-11-18,Fuel,25.0,,0
2022-11-18,Fun,12.0,,0
2022-11-18,Private,40.0,,1
2022-11-16,Other,15.0,,0
2022-11-16,Fun,17.5,,0
2022-11-16,Fun,20.0,,0
2022-11-15,Mprikis,10.0,,0
2022-11-15,Supermarket,18.0,,0
2022-11-15,Health,19.0,,0
2022-11-15,Private,28.0,,1
2022-11-14,Fun,7.0,,0
2022-11-14,Private,18.0,,1
2022-11-12,Fun,17.5,,0
2022-11-11,Haircut,10.0,,0
2022-11-11,Fun,11.0,,0
2022-11-10,Private,25.0,,1
2022-11-10,Private,30.0,,1
2022-11-10,Fun,2.5,,0
2022-11-10,Fuel,20.0,,0
2022-11-09,Fun,2.5,,0
2022-11-09,Fun,28.5,,0
2022-11-08,Supermarket,19.0,,0
2022-11-08,Supermarket,4.0,,0
2022-11-08,Education,84.0,,0
2022-11-08,Private,18.0,,1
2022-11-07,Dad,180.0,,1
2022-11-07,Private,194.0,,1
2022-11-07,Fun,26.5,,0
2022-11-07,Private,50.0,,1
2022-11-05,Me,60.0,,0
2022-11-04,Private,40.0,,1
2022-11-04,Private,30.0,,1
2022-11-04,Fuel,22.0,,0
2022-11-04,Fun,4.5,,0
2022-11-04,Fun,3.5,,0
2022-11-03,Vodafone,15.0,,0
2022-11-03,Me,151.0,,0
2022-11-03,Private,53.0,,1
2022-11-02,Fun,9.5,,0
2022-11-02,Mprikis,15.0,,0
2022-11-02,Fun,13.0,,0
2022-11-01,Health,40.0,,0
2022-11-01,Private,18.0,,1
2022-10-31,Private,30.0,,1
2022-10-30,Fuel,23.0,,0
2022-10-30,Fun,20.0,,0
2022-10-30,Fun,20.0,,0
2022-10-28,Fun,11.5,,0
2022-10-28,Private,20.0,,1
2022-10-28,Private,56.0,,1
2022-10-27,Fun,5.0,,0
2022-10-27,Health,20.0,,0
2022-10-27,MOTOmaintenance/oil/insurance,300.0,,0
2022-10-27,Private,25.0,,1
2022-10-27,Allowance,70.0,,1
2022-10-26,Private,25.0,,1
2022-10-26,Fun,8.5,,0
2022-10-25,Other,175.0,,0
2022-10-25,Other,11.6,,0
2022-10-24,Private,30.0,,1
2022-10-23,Fun,15.0,,0
2022-10-23,Fun,4.0,,0
2022-10-23,Gift,150.0,,1
2022-10-22,Fun,15.0,,0
2022-10-22,Supermarket,13.0,,0
2022-10-21,Electricity,50.0,,0
2022-10-21,Fun,10.0,,0
2022-10-21,Private,30.0,,1
2022-10-20,Fuel,24.0,,0
2022-10-20,Private,25.0,,1
2022-10-20,Private,26.0,,1
2022-10-19,Fun,24.5,,0
2022-10-19,Fun,7.0,,0
2022-10-19,Private,30.0,,1
2022-10-18,Private,18.0,,1
2022-10-18,Education,4.0,,0
2022-10-17,Private,30.0,,1
2022-10-17,Fun,4.0,,0
2022-10-16,Fun,10.0,,0
2022-10-16,Mom,80.0,,1
2022-10-16,Rent,280.0,,0
2022-10-16,Fun,3.5,,0
2022-10-15,Health,20.0,,0
2022-10-15,Fun,15.5,,0
2022-10-15,Mprikis,13.0,,0
2022-10-14,Health,10.0,,0
2022-10-14,Private,40.0,,1
2022-10-13,Private,25.0,,1
2022-10-13,Private,11.0,,1
2022-10-12,Education,85.0,,0
2022-10-12,Fun,6.5,,0
2022-10-11,Fun,2.0,,0
2022-10-11,Private,18.0,,1
2022-10-11,Supermarket,13.0,,0
2022-10-11,Haircut,10.0,,0
2022-10-11,Fun,4.0,,0
2022-10-11,Supermarket,5.0,,0
2022-10-11,Supermarket,25.0,,0
2022-10-11,Supermarket,10.0,,0
2022-10-10,Dad,220.0,,1
2022-10-10,Other,210.0,,0
2022-10-10,Private,100.0,,1
2022-10-10,Me,140.0,,0
2022-10-10,Mom,20.0,,1
2022-10-10,Fuel,22.0,,0
2022-10-09,Supermarket,48.0,,0
2022-10-09,Gifts,14.0,,0
2022-10-09,Hobies,6.0,,0
2022-10-09,Fun,16.5,,0
2022-10-08,Fun,10.5,,0
2022-10-08,Fun,10.0,,0
2022-10-07,Private,20.0,,1
2022-10-06,Private,15.0,,1
2022-10-05,Other,178.0,,0
2022-10-05,Private,20.0,,1
2022-10-04,Private,18.0,,1
2022-10-04,Private,20.0,,1
2022-10-04,Private,35.0,,1
2022-10-04,Fun,10.0,,0
2022-10-02,Fun,5.5,,0
2022-10-02,Fuel,23.0,,0
2022-10-02,Vodafone,12.0,,0
2022-09-30,Supermarket,6.0,,0
2022-09-30,Gifts,13.0,,0
2022-09-30,Supermarket,10.7,,0
2022-09-30,Allowance,70.0,,1
2022-09-30,Supermarket,3.3,,0
2022-09-30,Fun,3.0,,0
2022-09-30,Fun,1.5,,0
2022-09-29,Private,18.0,,1
2022-09-29,Fun,11.0,,0
2022-09-28,Gifts,33.0,,0
2022-09-28,Fun,5.0,,0
2022-09-28,Private,18.0,,1
2022-09-28,Private,20.0,,1
2022-09-27,Fun,3.7,,0
2022-09-27,Supermarket,4.5,,0
2022-09-27,Private,20.0,,1
2022-09-26,Fun,4.0,,0
2022-09-26,Fun,5.0,,0
2022-09-24,Health,23.2,,0
2022-09-24,Supermarket,3.0,,0
2022-09-24,Mprikis,13.0,,0
2022-09-23,Fuel,20.0,,0
2022-09-23,Me,80.0,,0
2022-09-23,Fun,3.3,,0
2022-09-23,Fun,29.0,,0
2022-09-23,Fun,16.0,,0
2022-09-22,Private,40.0,,1
2022-09-20,Other,22.0,,0
2022-09-20,Private,18.0,,1
2022-09-20,Fun,2.5,,0
2022-09-20,Mprikis,8.0,,0
2022-09-20,Electricity,27.0,,0
2022-09-19,Private,10.0,,1
2022-09-19,Fun,8.5,,0
2022-09-18,Mom,80.0,,1
2022-09-18,Fun,7.7,,0
2022-09-18,Fun,2.8,,0
2022-09-17,Fun,4.0,,0
2022-09-17,Rent,280.0,,0
2022-09-17,Hobies,15.0,,0
2022-09-16,Dad,200.0,,1
2022-09-16,MOTOmaintenance/oil/insurance,250.0,,0
2022-09-16,Vacation,15.0,,0
2022-09-16,Supermarket,7.0,,0
2022-09-16,Fun,7.7,,0
2022-09-15,Private,22.5,,1
2022-09-15,Fun,4.8,,0
2022-09-14,Fun,1.7,,0
2022-09-14,Gifts,11.0,,0
2022-09-14,Hobies,4.0,,0
2022-09-13,Fun,9.0,,0
2022-09-12,Fuel,50.0,,0
2022-09-11,Fun,14.0,,0
2022-09-10,Fun,3.0,,0
2022-09-10,Gifts,20.0,,0
2022-09-10,Fun,12.0,,0
2022-09-10,Mprikis,10.0,,0
2022-09-10,Lena,25.0,,1
2022-09-09,Fun,6.0,,0
2022-09-07,Fun,2.5,,0
2022-09-07,Fun,6.0,,0
2022-09-06,Fun,6.0,,0
2022-09-06,Haircut,10.0,,0
2022-09-06,Supermarket,12.0,,0
2022-09-05,Fun,13.0,,0
2022-09-05,Fuel,26.0,,0
2022-09-04,Fun,5.3,,0
2022-09-02,Supermarket,20.0,,0
2022-09-02,Fun,10.0,,0
2022-09-01,Me,30.0,,0
2022-09-01,Fun,13.0,,0
2022-08-31,Allowance,70.0,,1
2022-08-31,Vodafone,12.0,,0
2022-08-30,Me,20.0,,0
2022-08-30,Fun,13.0,,0
2022-08-30,Education,105.0,,0
2022-08-30,Rent,280.0,,0
2022-08-29,Dad,200.0,,1
2022-08-29,Me,12.5,,0
2022-08-27,Other,69.0,,0
2022-08-27,Fun,8.5,,0
2022-08-26,Education,52.0,,0
2022-08-26,Supermarket,10.0,,0
2022-08-25,Fun,2.0,,0
2022-08-24,Fun,2.0,,0
2022-08-23,Supermarket,10.0,,0
2022-08-22,Health,9.5,,0
2022-08-21,Electricity,45.0,,0
2022-08-19,Gift,20.0,,1
2022-08-19,Supermarket,8.0,,0
2022-08-19,Vodafone,20.0,,0
2022-08-19,Other,75.0,,0
2022-08-18,Fun,3.0,,0
2022-08-17,Fun,1.8,,0
2022-08-17,Gift,80.0,,1
2022-08-17,Fun,9.2,,0
2022-08-17,Fuel,20.0,,0
2022-08-16,Vacation,5.5,,0
2022-08-15,Vacation,72.0,,0
2022-08-13,Vacation,6.0,,0
2022-08-13,Vacation,5.0,,0
2022-08-13,Vacation,5.0,,0
2022-08-13,Vacation,15.0,,0
2022-08-12,Vacation,3.5,,0
2022-08-12,Vacation,11.0,,0
2022-08-12,Vacation,18.0,,0
2022-08-11,Vacation,7.0,,0
2022-08-11,Vacation,10.0,,0
2022-08-10,Allowance,45.0,,1
2022-08-10,Vacation,5.0,,0
2022-08-09,Hobies,655.0,,0
2022-08-09,Fun,8.0,,0
2022-08-09,Fun,7.0,,0
2022-08-09,Vacation,35.0,,0
2022-08-09,MOTOmaintenance/oil/insurance,50.0,,0
2022-08-09,Fuel,10.0,,0
2022-08-08,Vacation,15.0,,0
2022-08-08,Fun,4.0,,0
2022-08-08,Fun,24.0,,0
2022-08-08,Gifts,11.0,,0
2022-08-06,Vacation,3.5,,0
2022-08-06,Vacation,3.5,,0
2022-08-05,Fuel,12.0,,0
2022-08-05,Other,11.0,,0
2022-08-05,Other,260.0,,0
2022-08-05,Fun,9.0,,0
2022-08-05,Mprikis,23.0,,0
2022-08-03,Fun,7.0,,0
2022-08-03,Haircut,10.0,,0
2022-08-02,Fun,2.0,,0
2022-08-02,Education,4.0,,0
2022-08-02,Education,50.0,,0
2022-08-01,Fuel,20.0,,0
2022-08-01,Other,20.0,,0
2022-08-01,Vacation,32.0,,0
2022-07-30,Vacation,15.0,,0
2022-07-30,Vacation,29.0,,0
2022-07-29,Other,200.0,,0
2022-07-29,Allowance,70.0,,1
2022-07-29,Fuel,17.0,,0
2022-07-29,Fun,2.5,,0
2022-07-29,Fun,2.5,,0
2022-07-28,MOTOmaintenance/oil/insurance,12.0,,0
2022-07-28,Fun,2.2,,0
2022-07-28,Vodafone,12.0,,0
2022-07-27,Fun,8.0,,0
2022-07-27,Fun,2.0,,0
2022-07-26,Education,52.0,,0
2022-07-25,Fuel,20.0,,0
2022-07-25,Fuel,20.0,,0
2022-07-24,Fun,9.0,,0
2022-07-24,Gifts,29.0,,0
2022-07-23,Vacation,17.0,,0
2022-07-23,Vacation,12.0,,0
2022-07-22,Electricity,43.0,,0
2022-07-21,Vacation,50.0,,0
2022-07-21,Vacation,21.5,,0
2022-07-20,Vacation,5.5,,0
2022-07-19,Vacation,5.0,,0
2022-07-19,Vacation,35.0,,0
2022-07-19,Vacation,7.5,,0
2022-07-18,Vacation,40.0,,0
2022-07-18,Vacation,84.0,,0
2022-07-18,Vacation,13.5,,0
2022-07-18,Vacation,13.5,,0
2022-07-17,Vacation,17.0,,0
2022-07-17,Vacation,6.5,,0
2022-07-16,Allowance,33.0,,1
2022-07-16,Vacation,17.0,,0
2022-07-16,Vacation,15.0,,0
2022-07-16,Vacation,6.0,,0
2022-07-16,Vacation,97.0,,0
2022-07-15,Vacation,4.5,,0
2022-07-15,Allowance,87.0,,1
2022-07-15,Vacation,5.0,,0
2022-07-14,Fun,3.0,,0
2022-07-14,Gift,50.0,,1
2022-07-14,Gift,280.0,,1
2022-07-14,Rent,280.0,,0
2022-07-14,Haircut,10.0,,0
2022-07-14,Fuel,22.0,,0
2022-07-14,MOTOmaintenance/oil/insurance,10.0,,0
2022-07-14,Fun,10.0,,0
2022-07-12,Supermarket,21.0,,0
2022-07-12,Supermarket,5.0,,0
2022-07-11,Fun,4.0,,0
2022-07-11,Education,50.0,,0
2022-07-11,Fun,15.0,,0
2022-07-10,Fun,8.5,,0
2022-07-10,Dad,100.0,,1
2022-07-10,Fun,5.2,,0
2022-07-09,Vacation,68.0,,0
2022-07-09,Fun,4.0,,0
2022-07-09,Fun,9.0,,0
2022-07-09,Other,60.0,,0
2022-07-08,Supermarket,12.0,,0
2022-07-08,Hobies,18.0,,0
2022-07-08,Fun,4.0,,0
2022-07-07,Fun,7.0,,0
2022-07-07,Fun,2.0,,0
2022-07-06,Health,2.5,,0
2022-07-05,Dad,260.0,,1
2022-07-05,Other,7.5,,0
2022-07-05,Fuel,30.0,,0
2022-07-05,Fun,7.0,,0
2022-07-05,Rent,15.0,,0
2022-07-04,Education,60.0,,0
2022-07-04,Fun,2.0,,0
2022-07-04,Fun,18.0,,0
2022-07-02,Gift,40.0,,1
2022-07-02,Fun,8.5,,0
2022-07-02,Fun,2.5,,0
2022-07-02,Vodafone,20.0,,0
2022-07-02,Other,30.0,,0
2022-07-02,Vodafone,20.0,,0
2022-07-01,Fun,9.5,,0
2022-07-01,Supermarket,15.0,,0
2022-06-30,Education,47.0,,0
2022-06-30,Fun,6.0,,0
2022-06-29,Vacation,87.0,,0
2022-06-29,Allowance,70.0,,1
2022-06-28,Fun,14.0,,0
2022-06-28,Fun,2.0,,0
2022-06-27,Supermarket,10.0,,0
2022-06-27,MOTOmaintenance/oil/insurance,12.0,,0
2022-06-27,Mprikis,23.0,,0
2022-06-27,Fun,2.3,,0
2022-06-26,Other,70.0,,0
2022-06-26,Fun,14.0,,0
2022-06-26,Vodafone,12.0,,0
2022-06-26,Fun,6.0,,0
2022-06-25,Fun,2.5,,0
2022-06-25,Fuel,20.0,,0
2022-06-25,Rent,200.0,,0
2022-06-25,Fun,7.2,,0
2022-06-25,Other,30.0,,0
2022-06-24,Fun,4.4,,0
2022-06-24,MOTOmaintenance/oil/insurance,150.0,,0
2022-06-24,Fun,8.0,,0
2022-06-23,Fun,3.0,,0
2022-06-23,Dad,140.0,,1
2022-06-22,Hobies,35.0,,0
2022-06-22,Fun,8.0,,0
2022-06-21,Fun,14.0,,0
2022-06-21,Haircut,10.0,,0
2022-06-20,Supermarket,15.0,,0
2022-06-20,Fun,2.0,,0
2022-06-20,Fun,3.0,,0
2022-06-19,Fun,6.0,,0
2022-06-17,Fun,4.0,,0
2022-06-17,Electricity,25.0,,0
2022-06-17,Fun,8.0,,0
2022-06-17,Fun,6.0,,0
2022-06-16,Fuel,15.0,,0
2022-06-15,Fun,10.0,,0
2022-06-14,Fun,7.5,,0
2022-06-14,Other,244.0,,0
2022-06-14,Private,20.0,,1
2022-06-11,Fun,2.5,,0
2022-06-11,Other,35.0,,0
2022-06-11,Mprikis,15.0,,0
2022-06-11,Fun,10.0,,0
2022-06-10,Fun,4.0,,0
2022-06-10,Gift,100.0,,1
2022-06-10,Private,15.0,,1
2022-06-09,MOTOmaintenance/oil/insurance,110.0,,0
2022-06-09,Fun,5.0,,0
2022-06-08,Fun,2.5,,0
2022-06-08,MOTOmaintenance/oil/insurance,64.5,,0
2022-06-07,Other,220.0,,0
2022-06-07,Fun,4.0,,0
2022-06-07,Fuel,22.0,,0
2022-06-07,Other,2295.0,,0
2022-06-07,MOTOmaintenance/oil/insurance,1000.0,,0
2022-06-07,Fun,8.5,,0
2022-06-06,Fun,5.0,,0
2022-06-06,Rent,4.0,,0
2022-06-05,Fuel,5.0,,0
2022-06-04,Other,55.0,,0
2022-06-04,Me,30.0,,0
2022-06-04,Rent,10.0,,0
2022-06-04,Fun,3.5,,0
2022-06-04,MOTOmaintenance/oil/insurance,61.0,,0
2022-06-03,Private,45.0,,1
2022-06-03,Fun,2.0,,0
2022-06-03,Fun,6.0,,0
2022-06-02,Fun,4.0,,0
2022-06-02,Fun,10.0,,0
2022-06-02,Supermarket,12.0,,0
2022-06-01,Fun,12.0,,0
2022-05-31,Fun,2.5,,0
2022-05-31,Fuel,20.0,,0
2022-05-31,Private,15.0,,1
2022-05-31,Allowance,70.0,,1
2022-05-29,Gift,5.0,,1
2022-05-28,Fun,5.0,,0
2022-05-28,Other,30.0,,0
2022-05-27,Other,188.0,,0
2022-05-27,Fuel,5.0,,0
2022-05-27,Other,800.0,,0
2022-05-27,Fun,5.0,,0
2022-05-27,Supermarket,8.0,,0
2022-05-27,Fun,13.5,,0
2022-05-26,Other,54.0,,0
2022-05-26,Gifts,25.0,,0
2022-05-26,Private,15.0,,1
2022-05-25,Mprikis,5.0,,0
2022-05-24,Fun,10.0,,0
2022-05-24,Vodafone,12.0,,0
2022-05-24,Private,15.0,,1
2022-05-23,Supermarket,9.5,,0
2022-05-22,Gift,9.0,,1
2022-05-22,Fuel,9.0,,0
2022-05-21,Other,30.0,,0
2022-05-21,Fuel,15.0,,0
2022-05-21,Fun,13.0,,0
2022-05-21,Health,70.0,,0
2022-05-20,Supermarket,12.0,,0
2022-05-20,Electricity,50.0,,0
2022-05-20,Me,25.0,,0
2022-05-18,Fuel,10.0,,0
2022-05-18,Fun,15.0,,0
2022-05-17,Private,15.0,,1
2022-05-17,Fun,3.0,,0
2022-05-15,Gift,5.0,,1
2022-05-15,Fuel,5.0,,0
2022-05-15,Fun,7.0,,0
2022-05-14,Fun,8.0,,0
2022-05-14,Vodafone,20.0,,0
2022-05-14,Other,30.0,,0
2022-05-13,Supermarket,9.0,,0
2022-05-13,Haircut,5.0,,0
2022-05-13,Hobies,4.0,,0
2022-05-12,Supermarket,7.0,,0
2022-05-12,Private,20.0,,1
2022-05-12,Dad,200.0,,1
2022-05-12,Fuel,5.0,,0
2022-05-11,Fun,15.0,,0
2022-05-11,Hobies,21.0,,0
2022-05-10,Private,20.0,,1
2022-05-09,MOTOmaintenance/oil/insurance,12.0,,0
2022-05-08,Fuel,4.0,,0
2022-05-08,Fun,3.0,,0
2022-05-08,Other,30.0,,0
2022-05-07,Other,30.0,,0
2022-05-07,Fun,3.5,,0
2022-05-07,Rent,200.0,,0
2022-05-07,Other,5.0,,0
2022-05-07,Fun,10.0,,0
2022-05-07,Rent,25.0,,0
2022-05-06,Supermarket,12.0,,0
2022-05-06,Rent,5.0,,0
2022-05-06,Fuel,5.0,,0
2022-05-05,Other,65.0,,0
2022-05-05,Private,20.0,,1
2022-05-05,Fun,10.0,,0
2022-05-05,Other,205.0,,0
2022-05-05,Supermarket,2.2,,0
2022-05-04,Other,25.0,,0
2022-05-04,Other,211.0,,0
2022-05-04,Other,30.0,,0
2022-05-03,Private,35.0,,1
2022-05-03,Fun,2.0,,0
2022-05-01,Fuel,5.0,,0
2022-05-01,Fun,16.0,,0
2022-04-30,Other,30.0,,0
2022-04-30,Fun,13.0,,0
2022-04-30,Education,60.0,,0
2022-04-29,Supermarket,14.0,,0
2022-04-29,Fun,70.0,,0
2022-04-29,Allowance,70.0,,1
2022-04-29,Allowance,30.0,,1
2022-04-29,Mprikis,5.6,,0
2022-04-28,Fuel,4.2,,0
2022-04-28,Fuel,50.0,,0
2022-04-26,Fun,12.0,,0
2022-04-26,Gift,320.0,,1
2022-04-25,Gifts,10.0,,0
2022-04-25,Electricity,30.0,,0
2022-04-23,Vodafone,12.0,,0
2022-04-23,Supermarket,11.0,,0
2022-04-22,Gift,1.5,,1
2022-04-22,Supermarket,7.5,,0
2022-04-22,Other,8.7,,0
2022-04-21,Haircut,5.0,,0
2022-04-21,Health,17.0,,0
2022-04-21,Family,35.0,,0
2022-04-21,MOTOmaintenance/oil/insurance,90.0,,0
2022-04-21,Fuel,5.0,,0
2022-04-21,Fun,14.0,,0
2022-04-21,Private,20.0,,1
2022-04-20,Fun,7.0,,0
2022-04-19,Private,20.0,,1
2022-04-18,Gift,1.0,,1
2022-04-18,Supermarket,5.4,,0
2022-04-18,Supermarket,5.5,,0
2022-04-18,Supermarket,7.3,,0
2022-04-17,Fun,1.7,,0
2022-04-17,Fuel,5.0,,0
2022-04-17,Gift,12.5,,1
2022-04-17,Fun,8.0,,0
2022-04-16,Rent,200.0,,0
2022-04-16,Other,150.0,,0
2022-04-16,Fun,3.5,,0
2022-04-16,Other,5.0,,0
2022-04-16,Gift,50.0,,1
2022-04-16,Mprikis,12.0,,0
2022-04-15,Gift,2.0,,1
2022-04-15,Dad,200.0,,1
2022-04-15,Fun,7.0,,0
2022-04-14,Supermarket,11.0,,0
2022-04-14,Gift,7.0,,1
2022-04-14,Private,20.0,,1
2022-04-14,Health,20.0,,0
2022-04-13,Fun,7.0,,0
2022-04-13,Fuel,5.0,,0
2022-04-13,Health,25.0,,0
2022-04-12,Other,3.3,,0
2022-04-12,Private,30.0,,1
2022-04-12,Other,8.5,,0
2022-04-11,Gift,3.0,,1
2022-04-11,Fun,8.0,,0
2022-04-10,Gift,6.5,,1
2022-04-10,Fun,6.0,,0
2022-04-09,Other,30.0,,0
2022-04-09,Other,20.0,,0
2022-04-09,Fun,11.5,,0
2022-04-09,Fun,1.5,,0
2022-04-09,Other,5.4,,0
2022-04-08,Gift,4.5,,1
2022-04-08,Fuel,5.0,,0
2022-04-08,Supermarket,3.4,,0
2022-04-07,Fun,10.0,,0
2022-04-06,Fun,2.0,,0
2022-04-06,Supermarket,6.0,,0
2022-04-06,Supermarket,1.6,,0
2022-04-06,Private,20.0,,1
2022-04-05,Other,35.0,,0
2022-04-05,Private,35.0,,1
2022-04-05,Other,365.0,,0
2022-04-04,Other,171.0,,0
2022-04-04,Other,30.0,,0
2022-04-03,Gift,4.5,,1
2022-04-03,Fun,2.3,,0
2022-04-03,Fuel,5.0,,0
2022-04-02,Fun,2.5,,0
2022-04-02,Gift,5.0,,1
2022-04-02,Other,30.0,,0
2022-04-02,Health,2.0,,0
2022-04-02,Mprikis,9.5,,0
2022-04-01,Fun,25.0,,0
2022-04-01,Supermarket,5.0,,0
2022-04-01,Fun,9.0,,0
2022-03-31,Allowance,70.0,,1
2022-03-31,Rent,100.0,,0
2022-03-31,Family,5.0,,0
2022-03-31,Private,30.0,,1
2022-03-31,Gift,100.0,,1
2022-03-30,Private,20.0,,1
2022-03-30,Other,12.5,,0
2022-03-30,Supermarket,6.6,,0
2022-03-30,Gym,5.6,,0
2022-03-29,Fun,14.3,,0
2022-03-28,Education,25.0,,0
2022-03-28,Fuel,6.0,,0
